id_manual,comentario,empresa,sede,rubro,estrellas,sentimiento_estrella,fecha_resena,url,comentario_limpio,texto_modelo,longitud_caracteres,cantidad_palabras,comentario_corto,sin_contenido_alfabetico,duplicado_global,duplicado_empresa_sede,estrellas_validas,sentimiento_esperado,sentimiento_consistente,requiere_revision,motivo_revision,etiqueta_manual,observacion_manual
334,"Supermercado con todo lo que necesitas si esas de visita o vives por Miraflores. Buenos ambientes, personas amables que absuelven tus dudas y demás. Solo el ascensor no te lleva al primer piso sino de frente a estacionamientos del sótano. Por lo demás, excelente lugar para comprar y mirar.",Wong,Miraflores,Retail,4,positivo,Fecha de edición: Hace 4 años,"https://www.google.com/maps/place/Wong+Balta/@-12.0918647,-77.0830566,13z/data=!4m12!1m2!2m1!1swong+miraflores!3m8!1s0x9105c818937627d1:0x58b52912789b6072!8m2!3d-12.1229264!4d-77.0321381!9m1!1b1!15sCg93b25nIG1pcmFmbG9yZXMiA4gBAVoRIg93b25nIG1pcmFmbG9yZXOSAQtzdXBlcm1hcmtldOABAA!16s%2Fg%2F11b6gnjz11?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Supermercado con todo lo que necesitas si esas de visita o vives por Miraflores. Buenos ambientes, personas amables que absuelven tus dudas y demás. Solo el ascensor no te lleva al primer piso sino de frente a estacionamientos del sótano. Por lo demás, excelente lugar para comprar y mirar.",supermercado con todo lo que necesitas si esas de visita o vives por miraflores buenos ambientes personas amables que absuelven tus dudas y demás solo el ascensor no te lleva al primer piso sino de frente a estacionamientos del sótano por lo demás excelente lugar para comprar y mirar,290,49,False,False,False,False,True,positivo,True,False,,,
335,Bastantes productos y excelentes ofertas. Me agrado el trato y la facilidad y comodidad en el parqueo automotor. Buen apoyo de personal del Jockey Plaza para el tránsito peatonal y circulación vehicular.,Ripley,Jockey Plaza,Retail,4,positivo,Hace 7 años,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Bastantes productos y excelentes ofertas. Me agrado el trato y la facilidad y comodidad en el parqueo automotor. Buen apoyo de personal del Jockey Plaza para el tránsito peatonal y circulación vehicular.,bastantes productos y excelentes ofertas me agrado el trato y la facilidad y comodidad en el parqueo automotor buen apoyo de personal del jockey plaza para el tránsito peatonal y circulación vehicular,203,32,False,False,False,False,True,positivo,True,False,,,
336,PÉSIMA ATENCIÓN . LOS DE SEGURIDAD TE MIRAN COMO SI FUERAS A ROBAR ALGO. DEMASIADA DISCRIMINACIÓN POR EL ÁREA DE PREVENCIÓN Y PÉSIMO SU TRABAJO A MI ME MIRABAN TODO EL TIEMPO Y LA PAREJA DE MI COSTADO METIÓ MAYONESA GRANDE A SU TAPERS DE PAPAS FRITAS DEL POLLO A LA BRASA. Y EL PRECIO QUE DICE GRANDOTE NO ES EL QUE TE COBRAN EN CAJA TIENES QUE LEER LAS LETRAS PEQUEÑAS. DESPUÉS EL AMBIENTE A LOS ALREDEDORES SON MUY BUENOS,Metro,San Miguel,Retail,1,muy negativo,Hace 2 años,"https://www.google.com/maps/place/Metro+La+Marina/@-12.0891802,-77.3715373,10z/data=!4m12!1m2!2m1!1smetro+san+miguel!3m8!1s0x9105c97023499e85:0xcdd5aa58f24e5e51!8m2!3d-12.0766255!4d-77.0891354!9m1!1b1!15sChBtZXRybyBzYW4gbWlndWVsWhIiEG1ldHJvIHNhbiBtaWd1ZWySAQtzdXBlcm1hcmtldJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VObE5UVXlObk5uUlJBQuABAPoBBAgAEEE!16s%2Fg%2F12vqp1m59?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",PÉSIMA ATENCIÓN . LOS DE SEGURIDAD TE MIRAN COMO SI FUERAS A ROBAR ALGO. DEMASIADA DISCRIMINACIÓN POR EL ÁREA DE PREVENCIÓN Y PÉSIMO SU TRABAJO A MI ME MIRABAN TODO EL TIEMPO Y LA PAREJA DE MI COSTADO METIÓ MAYONESA GRANDE A SU TAPERS DE PAPAS FRITAS DEL POLLO A LA BRASA. Y EL PRECIO QUE DICE GRANDOTE NO ES EL QUE TE COBRAN EN CAJA TIENES QUE LEER LAS LETRAS PEQUEÑAS. DESPUÉS EL AMBIENTE A LOS ALREDEDORES SON MUY BUENOS,pésima atención los de seguridad te miran como si fueras a robar algo demasiada discriminación por el área de prevención y pésimo su trabajo a mi me miraban todo el tiempo y la pareja de mi costado metió mayonesa grande a su tapers de papas fritas del pollo a la brasa y el precio que dice grandote no es el que te cobran en caja tienes que leer las letras pequeñas después el ambiente a los alrededores son muy buenos,423,80,False,False,False,False,True,muy negativo,True,False,,,
337,Fue buena la atención,Claro,Jockey Plaza,Telecomunicaciones,5,muy positivo,Hace un año,"https://www.google.com/maps/place/Centro+de+Atenci%C3%B3n+Claro/@-12.0853526,-76.9814167,17z/data=!4m8!3m7!1s0x9105c7b2f5f34fa3:0x30c8a5f0bc0128cd!8m2!3d-12.0853579!4d-76.9788418!9m1!1b1!16s%2Fg%2F11b6s_4fll?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Fue buena la atención,fue buena la atención,21,4,False,False,False,False,True,muy positivo,True,False,,,
338,La atención al cliente es sumamente importante.... Lamentablemente o les sobra personal o no están en las áreas donde deberían estar mas atentos al cliente y menos al celular.,Ripley,San Miguel,Retail,3,neutral,Hace 4 años,"https://www.google.com/maps/place/Ripley+Plaza+San+Miguel/@-12.0774696,-77.0929724,15z/data=!4m8!3m7!1s0x9105c96d3859bb15:0xb58d1362f3ff5e0e!8m2!3d-12.0774908!4d-77.0826726!9m1!1b1!16s%2Fg%2F1tkkvyrf?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",La atención al cliente es sumamente importante.... Lamentablemente o les sobra personal o no están en las áreas donde deberían estar mas atentos al cliente y menos al celular.,la atención al cliente es sumamente importante lamentablemente o les sobra personal o no están en las áreas donde deberían estar mas atentos al cliente y menos al celular,175,29,False,False,False,False,True,neutral,True,False,,,
339,"Teniamos hambre y por 37 soles almorzamos un pollo a la brasa con su gaseosa y aparte se compra el ají pollero, me demore en comprarlo 25 minutos, sino la cochera me cobraba 6 soles por hora. El pollo es rostizado , en horno electrico sin carbon, estaba rico, otro sabor pero lo recomiendo sale relleno, antes habian mesas para comerlo, ahora no los hay, asi q a comerlo en la camioneta",Plaza Vea,Universitaria,Retail,5,muy positivo,Hace 3 años,"https://www.google.com/maps/place/plazaVea+Universitaria/@-12.0109208,-77.0798905,18z/data=!4m8!3m7!1s0x9105ce92b90f4839:0xdee13deabc3cb2a7!8m2!3d-12.0107188!4d-77.0799534!9m1!1b1!16s%2Fg%2F1hf164k74?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D","Teniamos hambre y por 37 soles almorzamos un pollo a la brasa con su gaseosa y aparte se compra el ají pollero, me demore en comprarlo 25 minutos, sino la cochera me cobraba 6 soles por hora. El pollo es rostizado , en horno electrico sin carbon, estaba rico, otro sabor pero lo recomiendo sale relleno, antes habian mesas para comerlo, ahora no los hay, asi q a comerlo en la camioneta",teniamos hambre y por 37 soles almorzamos un pollo a la brasa con su gaseosa y aparte se compra el ají pollero me demore en comprarlo 25 minutos sino la cochera me cobraba 6 soles por hora el pollo es rostizado en horno electrico sin carbon estaba rico otro sabor pero lo recomiendo sale relleno antes habian mesas para comerlo ahora no los hay asi q a comerlo en la camioneta,386,71,False,False,False,False,True,muy positivo,True,False,,,
340,"Terrible la agencia del bcp que se encuentra en plaza San Miguel, hay colas porque en las ventanillas tienen 6 módulos con las medidas de bioseguridad correspondiente pero sólo funcionan 2, los clientes se ofuscan y en obviamente es porque hay demasiado tiempo de espera en ma cola, se supone que la atención debe ser rápida ya que por la pandemia no podemos estar todos mucho tiempo en un lugar cerrado.",BCP,San Miguel,Banca,1,muy negativo,Hace 4 años,"https://www.google.com/maps/place/BCP+Plaza+San+Miguel/@-12.1182729,-77.3505433,10z/data=!4m12!1m2!2m1!1sbcp+san+miguel!3m8!1s0x9105c96d9b4f0913:0x3a44b726221b2d1b!8m2!3d-12.0769726!4d-77.0811986!9m1!1b1!15sCg5iY3Agc2FuIG1pZ3VlbCIDiAEBWhAiDmJjcCBzYW4gbWlndWVskgEEYmFua5oBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOSVgwbDJlakozUlJBQuABAPoBBAgAEEc!16s%2Fg%2F11b6hlpmht?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Terrible la agencia del bcp que se encuentra en plaza San Miguel, hay colas porque en las ventanillas tienen 6 módulos con las medidas de bioseguridad correspondiente pero sólo funcionan 2, los clientes se ofuscan y en obviamente es porque hay demasiado tiempo de espera en ma cola, se supone que la atención debe ser rápida ya que por la pandemia no podemos estar todos mucho tiempo en un lugar cerrado.",terrible la agencia del bcp que se encuentra en plaza san miguel hay colas porque en las ventanillas tienen 6 módulos con las medidas de bioseguridad correspondiente pero sólo funcionan 2 los clientes se ofuscan y en obviamente es porque hay demasiado tiempo de espera en ma cola se supone que la atención debe ser rápida ya que por la pandemia no podemos estar todos mucho tiempo en un lugar cerrado,404,71,False,False,False,False,True,muy negativo,True,False,,,
341,Lo más top en surtido en Lima. Además el estar ubicado en el Jockey hace de este local en especial muy seguro para hacer compras. Nunca falla cuando se busca algún producto,Plaza Vea,Jockey Plaza,Retail,5,muy positivo,Hace 3 años,"https://www.google.com/maps/place/Plaza+Vea/@-12.0849708,-76.978382,17z/data=!4m8!3m7!1s0x9105c7b29d8327ab:0x53a1dec5abe39636!8m2!3d-12.0849761!4d-76.9758071!9m1!1b1!16s%2Fg%2F1tcw4phd?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Lo más top en surtido en Lima. Además el estar ubicado en el Jockey hace de este local en especial muy seguro para hacer compras. Nunca falla cuando se busca algún producto,lo más top en surtido en lima además el estar ubicado en el jockey hace de este local en especial muy seguro para hacer compras nunca falla cuando se busca algún producto,172,32,False,False,False,False,True,muy positivo,True,False,,,
342,"Excelente market. Tienen de todo. Suelen haber muchas colas largas para pagar, así que si estás apurado, no es tu mejor opción.",Plaza Vea,Jockey Plaza,Retail,4,positivo,Hace 9 años,"https://www.google.com/maps/place/Plaza+Vea/@-12.0849708,-76.978382,17z/data=!4m8!3m7!1s0x9105c7b29d8327ab:0x53a1dec5abe39636!8m2!3d-12.0849761!4d-76.9758071!9m1!1b1!16s%2Fg%2F1tcw4phd?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Excelente market. Tienen de todo. Suelen haber muchas colas largas para pagar, así que si estás apurado, no es tu mejor opción.",excelente market tienen de todo suelen haber muchas colas largas para pagar así que si estás apurado no es tu mejor opción,127,22,False,False,False,False,True,positivo,True,False,,,
343,"Es un centro comercial tranquilo con diversas tiendas, patio de comida y gym. Actualización: Ya no hay estacionamiento gratuito, las 2 primeras horas pagas 4 soles y luego 3 soles por hora o gratis por 30 soles de consumo durante las primeras 2 horas.",Tottus,Atocongo,Retail,5,muy positivo,Fecha de edición: Hace 3 meses,"https://www.google.com/maps/place/Tottus/@-12.1472344,-76.9920292,15z/data=!4m8!3m7!1s0x9105b869706d27f1:0x989b4442c72af420!8m2!3d-12.1472556!4d-76.9817294!9m1!1b1!16s%2Fg%2F119vsqj6c?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Es un centro comercial tranquilo con diversas tiendas, patio de comida y gym. Actualización: Ya no hay estacionamiento gratuito, las 2 primeras horas pagas 4 soles y luego 3 soles por hora o gratis por 30 soles de consumo durante las primeras 2 horas.",es un centro comercial tranquilo con diversas tiendas patio de comida y gym actualización ya no hay estacionamiento gratuito las 2 primeras horas pagas 4 soles y luego 3 soles por hora o gratis por 30 soles de consumo durante las primeras 2 horas,251,44,False,False,False,False,True,muy positivo,True,False,,,
344,"La pantalla que muestra los turnos, son un desastre. Deben cambiar el diseño y forma de comunicar el turno. Nada amigable con el usuario",Entel,San Miguel,Telecomunicaciones,2,negativo,Hace un año,"https://www.google.com/maps/place/TIENDA+PLAZA+SAN+MIGUEL+-+ENTEL/@-12.0763584,-77.0928335,15z/data=!3m1!5s0x9105c971d670aa0f:0x8193992371f626fa!4m8!3m7!1s0x9105c96d7da22637:0x682badb0e9bd7614!8m2!3d-12.0763796!4d-77.0825337!9m1!1b1!16s%2Fg%2F11b6qyzz6h?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","La pantalla que muestra los turnos, son un desastre. Deben cambiar el diseño y forma de comunicar el turno. Nada amigable con el usuario",la pantalla que muestra los turnos son un desastre deben cambiar el diseño y forma de comunicar el turno nada amigable con el usuario,136,24,False,False,False,False,True,negativo,True,False,,,
345,"Brindan muy buena atención y existe una diversidad importante de productos y servicios. Cuenta con estacionamiento, accesibilidades para discapacitados y seguridad. Lugar muy recomendable.",Tottus,Jockey Plaza,Retail,4,positivo,Fecha de edición: Hace 8 años,"https://www.google.com/maps/place/Tottus+Jockey+Plaza/@-12.0852978,-76.9891988,15z/data=!3m1!5s0x9105c7b3a8d76aa9:0xc6d50a7cd5ae2fea!4m8!3m7!1s0x9105c7b3024900c7:0x1999107f53756036!8m2!3d-12.085319!4d-76.978899!9m1!1b1!16s%2Fg%2F11bzrfl12g?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Brindan muy buena atención y existe una diversidad importante de productos y servicios. Cuenta con estacionamiento, accesibilidades para discapacitados y seguridad. Lugar muy recomendable.",brindan muy buena atención y existe una diversidad importante de productos y servicios cuenta con estacionamiento accesibilidades para discapacitados y seguridad lugar muy recomendable,188,24,False,False,False,False,True,positivo,True,False,,,
346,"Fue una mala experiencia. Primero nos orientaron mal, luego de ir del 1er al 4to piso, nos enviaron al 2do piso, a hacer una cola que no avanzaba (atención al cliente) debido a que sólo atendía una señorita que por ratos se iba. Después fuimos a cambiar el producto, cero empatía de los vendedores, atentos más a sus celulares. En caja la experiencia no fue muy distinta.",Ripley,Jockey Plaza,Retail,2,negativo,Hace 5 años,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Fue una mala experiencia. Primero nos orientaron mal, luego de ir del 1er al 4to piso, nos enviaron al 2do piso, a hacer una cola que no avanzaba (atención al cliente) debido a que sólo atendía una señorita que por ratos se iba. Después fuimos a cambiar el producto, cero empatía de los vendedores, atentos más a sus celulares. En caja la experiencia no fue muy distinta.",fue una mala experiencia primero nos orientaron mal luego de ir del 1er al 4to piso nos enviaron al 2do piso a hacer una cola que no avanzaba atención al cliente debido a que sólo atendía una señorita que por ratos se iba después fuimos a cambiar el producto cero empatía de los vendedores atentos más a sus celulares en caja la experiencia no fue muy distinta,371,67,False,False,False,False,True,negativo,True,False,,,
347,"A pesar de que hay como 20 o 30 ventanillas, la espera es de más de una hora, y no había aire acondicionado!! Está vez tuve suerte de que me atendiera una persona que estaba capacitada, pero lo normal es que la atención sea pésima, y los trabajadores están en la luna.",Movistar,San Isidro,Telecomunicaciones,3,neutral,Hace 6 años,"https://www.google.com/maps/place/Movistar+-+Centro+de+Atenci%C3%B3n+y+Venta+San+Isidro+-+Juan+de+Arona/@-12.0964878,-77.0379758,15z/data=!3m1!5s0x9105c86f55516a2b:0xb4bdd97027c54e51!4m8!3m7!1s0x9105c86f5551a06f:0x8a1f64392d6a1f9f!8m2!3d-12.096509!4d-77.027676!9m1!1b1!16s%2Fg%2F11bc95wrd7?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","A pesar de que hay como 20 o 30 ventanillas, la espera es de más de una hora, y no había aire acondicionado!! Está vez tuve suerte de que me atendiera una persona que estaba capacitada, pero lo normal es que la atención sea pésima, y los trabajadores están en la luna.",a pesar de que hay como 20 o 30 ventanillas la espera es de más de una hora y no había aire acondicionado está vez tuve suerte de que me atendiera una persona que estaba capacitada pero lo normal es que la atención sea pésima y los trabajadores están en la luna,268,52,False,False,False,False,True,neutral,True,False,,,
348,Se pueden encontrar con buenas ofertas que pasan desapercibidas por la mayoría ya que este local no es muy transitado.,Oechsle,Jockey Plaza,Retail,4,positivo,Hace 8 años,"https://www.google.com/maps/place/Oechsle+Jockey+Plaza/@-12.086616,-76.9755849,17z/data=!4m8!3m7!1s0x9105c7ad8cbc3bdd:0x1eb0fa0150c6d250!8m2!3d-12.086616!4d-76.9755849!9m1!1b1!16s%2Fg%2F11b6vd8v1c?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Se pueden encontrar con buenas ofertas que pasan desapercibidas por la mayoría ya que este local no es muy transitado.,se pueden encontrar con buenas ofertas que pasan desapercibidas por la mayoría ya que este local no es muy transitado,118,20,False,False,False,False,True,positivo,True,False,,,
349,Bien atienden bien,Entel,Miraflores,Telecomunicaciones,5,muy positivo,Hace 4 años,"https://www.google.com/maps/place/Entel+Miraflores/@-12.0981593,-77.067645,13z/data=!4m12!1m2!2m1!1sentel+miraflores!3m8!1s0x9105c83a9a4e26b1:0xf7e0e0e0c1a0eeb1!8m2!3d-12.1178405!4d-77.0443373!9m1!1b1!15sChBlbnRlbCBtaXJhZmxvcmVzIgOIAQGSARF0ZWxlcGhvbmVfY29tcGFueeABAA!16s%2Fg%2F11bx1cbmzz?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Bien atienden bien,bien atienden bien,18,3,False,False,False,False,True,muy positivo,True,False,,,
350,Fantástico poder tener un lugar surtido y cómodo para mercar,Plaza Vea,Miraflores,Retail,5,muy positivo,Hace 4 años,"https://www.google.com/maps/place/plazaVea+Miraflores/@-12.1122237,-77.031688,17z/data=!3m1!5s0x9105c814389568b9:0x57570d65053fb554!4m17!1m8!3m7!1s0x9105c8143897b2c1:0xb77f6c4ff4007d96!2sPlaza+Vea+Miraflores,+Av.+Arequipa+4651,+Miraflores+15046!3b1!8m2!3d-12.112229!4d-77.0291131!16s%2Fg%2F1jkxdgykk!3m7!1s0x9105c81438bc15af:0xde58cec54fd29387!8m2!3d-12.1123414!4d-77.0290861!9m1!1b1!16s%2Fg%2F1tfm2j25?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Fantástico poder tener un lugar surtido y cómodo para mercar,fantástico poder tener un lugar surtido y cómodo para mercar,60,10,False,False,False,False,True,muy positivo,True,False,,,
