comentario,empresa,sede,rubro,estrellas,sentimiento_estrella,fecha_resena,url,comentario_limpio,texto_modelo,longitud_caracteres,cantidad_palabras,comentario_corto,sin_contenido_alfabetico,duplicado_global,duplicado_empresa_sede,estrellas_validas,sentimiento_esperado,sentimiento_consistente,requiere_revision,motivo_revision
El supermercado es muy conocido. Tiene todo en orden y muy limpio. Además dentro puedes encontrar algunos conocidos restaurantes y farmacias.,Plaza Vea,Miraflores,Retail,5,muy positivo,Hace 5 meses,"https://www.google.com/maps/place/plazaVea+Miraflores/@-12.1122237,-77.031688,17z/data=!3m1!5s0x9105c814389568b9:0x57570d65053fb554!4m17!1m8!3m7!1s0x9105c8143897b2c1:0xb77f6c4ff4007d96!2sPlaza+Vea+Miraflores,+Av.+Arequipa+4651,+Miraflores+15046!3b1!8m2!3d-12.112229!4d-77.0291131!16s%2Fg%2F1jkxdgykk!3m7!1s0x9105c81438bc15af:0xde58cec54fd29387!8m2!3d-12.1123414!4d-77.0290861!9m1!1b1!16s%2Fg%2F1tfm2j25?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",El supermercado es muy conocido. Tiene todo en orden y muy limpio. Además dentro puedes encontrar algunos conocidos restaurantes y farmacias.,el supermercado es muy conocido tiene todo en orden y muy limpio además dentro puedes encontrar algunos conocidos restaurantes y farmacias,141,21,False,False,False,False,True,muy positivo,True,False,
Muy mal. Cobran el 3% de recargo si se paga con tarjeta de crédito/ débito extranjera!!!!!!,Plaza Vea,Jockey Plaza,Retail,1,muy negativo,Hace un año,"https://www.google.com/maps/place/Plaza+Vea/@-12.0849708,-76.978382,17z/data=!4m8!3m7!1s0x9105c7b29d8327ab:0x53a1dec5abe39636!8m2!3d-12.0849761!4d-76.9758071!9m1!1b1!16s%2Fg%2F1tcw4phd?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Muy mal. Cobran el 3% de recargo si se paga con tarjeta de crédito/ débito extranjera!!!!!!,muy mal cobran el 3 de recargo si se paga con tarjeta de crédito débito extranjera,91,16,False,False,False,False,True,muy negativo,True,False,
"Definitivamente no resuelven todos los problemas. Te derivan a un teléfono con respuestas de computadoras y nunca te pasan a un Ejecutivo para formular tu consulta . Ahí quedó todo. Pero mientras te siguen cobrando por algo q no recibes. ""Lo q si debo resaltar es la atención eficiente del personal administrativo y de seguridad para casos de emergencia... ocurrencia el día de hoy 16/03/22 x la tarde...@. .hrs 17.:25. """,Movistar,San Miguel,Telecomunicaciones,4,positivo,Hace 4 años,"https://www.google.com/maps/place/Movistar/@-12.073177,-77.1385327,13z/data=!4m12!1m2!2m1!1smovistar+san+miguel!3m8!1s0x9105c96d80ef1e1b:0x2b9a36f3b3ce141b!8m2!3d-12.0763796!4d-77.0825337!9m1!1b1!15sChNtb3Zpc3RhciBzYW4gbWlndWVsIgOIAQFaFSITbW92aXN0YXIgc2FuIG1pZ3VlbJIBEGNlbGxfcGhvbmVfc3RvcmXgAQA!16s%2Fg%2F11xrdtwpz?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Definitivamente no resuelven todos los problemas. Te derivan a un teléfono con respuestas de computadoras y nunca te pasan a un Ejecutivo para formular tu consulta . Ahí quedó todo. Pero mientras te siguen cobrando por algo q no recibes. ""Lo q si debo resaltar es la atención eficiente del personal administrativo y de seguridad para casos de emergencia... ocurrencia el día de hoy 16/03/22 x la tarde...@. .hrs 17.:25. """,definitivamente no resuelven todos los problemas te derivan a un teléfono con respuestas de computadoras y nunca te pasan a un ejecutivo para formular tu consulta ahí quedó todo pero mientras te siguen cobrando por algo q no recibes lo q si debo resaltar es la atención eficiente del personal administrativo y de seguridad para casos de emergencia ocurrencia el día de hoy 16 03 22 x la tarde hrs 17 25,421,72,False,False,False,False,True,positivo,True,False,
"Pesimo servicio, la persona que nos atendió y su supervisor no saben ni dónde están parados. No tienen idea de lo que significa una carta poder..",Movistar,Miraflores,Telecomunicaciones,1,muy negativo,Hace 2 años,"https://www.google.com/maps/place/Movistar/@-12.1186158,-77.03333,16z/data=!4m12!1m2!2m1!1smovistar+miraflores!3m8!1s0x9105c81c0cef6c61:0x2aed58e607474fbf!8m2!3d-12.1248277!4d-77.026139!9m1!1b1!15sChNtb3Zpc3RhciBtaXJhZmxvcmVzIgOIAQFaFSITbW92aXN0YXIgbWlyYWZsb3Jlc5IBEXRlbGVwaG9uZV9jb21wYW554AEA!16s%2Fg%2F11bc73m4zm?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Pesimo servicio, la persona que nos atendió y su supervisor no saben ni dónde están parados. No tienen idea de lo que significa una carta poder..",pesimo servicio la persona que nos atendió y su supervisor no saben ni dónde están parados no tienen idea de lo que significa una carta poder,145,26,False,False,False,False,True,muy negativo,True,False,
"Buen lugar para aprovechar las ofertas de pan chorizo 2x1 hehe hay días que está muy abarrotado de gente , lo bueno es que tienen de todo ,su sección de menaje es amplia, buen plaza vea.",Plaza Vea,Jockey Plaza,Retail,5,muy positivo,Hace 7 años,"https://www.google.com/maps/place/Plaza+Vea/@-12.0849708,-76.978382,17z/data=!4m8!3m7!1s0x9105c7b29d8327ab:0x53a1dec5abe39636!8m2!3d-12.0849761!4d-76.9758071!9m1!1b1!16s%2Fg%2F1tcw4phd?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Buen lugar para aprovechar las ofertas de pan chorizo 2x1 hehe hay días que está muy abarrotado de gente , lo bueno es que tienen de todo ,su sección de menaje es amplia, buen plaza vea.",buen lugar para aprovechar las ofertas de pan chorizo 2x1 hehe hay días que está muy abarrotado de gente lo bueno es que tienen de todo su sección de menaje es amplia buen plaza vea,186,35,False,False,False,False,True,muy positivo,True,False,
"Limpio, ordenado, varias cajas atendiendo",Plaza Vea,San Borja,Retail,5,muy positivo,Hace 3 meses,"https://www.google.com/maps/place/plazaVea+San+Borja/@-12.089825,-77.0068138,17z/data=!4m8!3m7!1s0x9105c7d406b76bc3:0x8a10b6f285a697a1!8m2!3d-12.0898303!4d-77.0042389!9m1!1b1!16s%2Fg%2F1tffqdk9?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Limpio, ordenado, varias cajas atendiendo",limpio ordenado varias cajas atendiendo,41,5,False,False,False,False,True,muy positivo,True,False,
Es muy grande pero hay q tener mad orden,Metro,San Miguel,Retail,2,negativo,Hace 7 años,"https://www.google.com/maps/place/Metro+La+Marina/@-12.0891802,-77.3715373,10z/data=!4m12!1m2!2m1!1smetro+san+miguel!3m8!1s0x9105c97023499e85:0xcdd5aa58f24e5e51!8m2!3d-12.0766255!4d-77.0891354!9m1!1b1!15sChBtZXRybyBzYW4gbWlndWVsWhIiEG1ldHJvIHNhbiBtaWd1ZWySAQtzdXBlcm1hcmtldJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VObE5UVXlObk5uUlJBQuABAPoBBAgAEEE!16s%2Fg%2F12vqp1m59?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Es muy grande pero hay q tener mad orden,es muy grande pero hay q tener mad orden,40,9,False,False,False,False,True,negativo,True,False,
"Desde Julio no tengo servicio de mi teléfono fijo, por familiares me entere que al llamar se indica: ESTE NUMERO NO EXISTE, sin embargo a la fecha me siguen cobrando por un servicio que no recibo y que solicite la BAJA DEFINITIVA. HOY me comunico y me indican que a la fecha MI TELEFONO APARECE COMO ACTIVO Y QUE NO SE REALIZO LA CANCELACION DEL SERVICIO POR ERROR. LA PEOR COMPAÑIA, LA QUE MAS ROBA Y ESTAFA.",Movistar,San Miguel,Telecomunicaciones,5,muy positivo,Hace 4 años,"https://www.google.com/maps/place/Movistar/@-12.073177,-77.1385327,13z/data=!4m12!1m2!2m1!1smovistar+san+miguel!3m8!1s0x9105c96d80ef1e1b:0x2b9a36f3b3ce141b!8m2!3d-12.0763796!4d-77.0825337!9m1!1b1!15sChNtb3Zpc3RhciBzYW4gbWlndWVsIgOIAQFaFSITbW92aXN0YXIgc2FuIG1pZ3VlbJIBEGNlbGxfcGhvbmVfc3RvcmXgAQA!16s%2Fg%2F11xrdtwpz?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Desde Julio no tengo servicio de mi teléfono fijo, por familiares me entere que al llamar se indica: ESTE NUMERO NO EXISTE, sin embargo a la fecha me siguen cobrando por un servicio que no recibo y que solicite la BAJA DEFINITIVA. HOY me comunico y me indican que a la fecha MI TELEFONO APARECE COMO ACTIVO Y QUE NO SE REALIZO LA CANCELACION DEL SERVICIO POR ERROR. LA PEOR COMPAÑIA, LA QUE MAS ROBA Y ESTAFA.",desde julio no tengo servicio de mi teléfono fijo por familiares me entere que al llamar se indica este numero no existe sin embargo a la fecha me siguen cobrando por un servicio que no recibo y que solicite la baja definitiva hoy me comunico y me indican que a la fecha mi telefono aparece como activo y que no se realizo la cancelacion del servicio por error la peor compañia la que mas roba y estafa,409,77,False,False,False,False,True,muy positivo,True,False,
Una muy buena atención.. Y rapidez en atender a los clientes..,Entel,San Isidro,Telecomunicaciones,5,muy positivo,Hace 5 años,"https://www.google.com/maps/place/TIENDA+PASEO+DE+LA+REPUBLICA+-+ENTEL/@-12.0982674,-77.0367448,15z/data=!3m1!5s0x9105c86f3dde4ac1:0x933beb97bca362e3!4m8!3m7!1s0x9105c865ea057e4f:0x4b6811f4738d98a0!8m2!3d-12.0982886!4d-77.026445!9m1!1b1!16s%2Fg%2F1vs1syvx?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Una muy buena atención.. Y rapidez en atender a los clientes..,una muy buena atención y rapidez en atender a los clientes,62,11,False,False,False,False,True,muy positivo,True,False,
De todo para el bb hogar,Tottus,San Miguel,Retail,5,muy positivo,Fecha de edición: Hace 4 meses,"https://www.google.com/maps/place/Tottus/@-12.0796251,-77.0990292,15z/data=!3m1!5s0x9105c97057064a8d:0x41fd3d4df91882d3!4m8!3m7!1s0x9105c97051ad2673:0x267a96504f49c637!8m2!3d-12.0796463!4d-77.0887294!9m1!1b1!16s%2Fg%2F11b6srlhk5?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",De todo para el bb hogar,de todo para el bb hogar,24,6,False,False,False,False,True,muy positivo,True,False,
Hizo un pedido online y entrando a la tienda me llamaron para decirme que no había stock sin embargo después de tanta insistencia llamaron a otra sede y compré el producto que yo quería.,Wong,San Isidro,Retail,3,neutral,Hace 5 meses,"https://www.google.com/maps/place/Wong+Dos+de+Mayo/@-12.0919728,-77.0521564,15z/data=!4m8!3m7!1s0x9105c85a2cafbeed:0xff7fa211810ed3fb!8m2!3d-12.091994!4d-77.0418566!9m1!1b1!16s%2Fg%2F1td3skj_?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Hizo un pedido online y entrando a la tienda me llamaron para decirme que no había stock sin embargo después de tanta insistencia llamaron a otra sede y compré el producto que yo quería.,hizo un pedido online y entrando a la tienda me llamaron para decirme que no había stock sin embargo después de tanta insistencia llamaron a otra sede y compré el producto que yo quería,186,34,False,False,False,False,True,neutral,True,False,
Otra cosa pues así deben sus agencias grande y con poca gente,BBVA,San Isidro,Banca,4,positivo,Hace un año,"https://www.google.com/maps/place/BBVA+San+Isidro/@-12.0989572,-77.1197103,12z/data=!4m12!1m2!2m1!1sbbva+san+isidro!3m8!1s0x9105c8f55f4010bb:0x5808600f510cfb91!8m2!3d-12.0939282!4d-77.0211518!9m1!1b1!15sCg9iYnZhIHNhbiBpc2lkcm-SAQRiYW5r4AEA!16s%2Fg%2F1226g4gx?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Otra cosa pues así deben sus agencias grande y con poca gente,otra cosa pues así deben sus agencias grande y con poca gente,61,12,False,False,False,False,True,positivo,True,False,
"Pequeño pero ordenado, encuentras lo necesario para tus compras, el servicio de cajas es algo que debe mejorar, demasiadas colas y personal apático, la seguridad revisa hasta si te ve saliendo de la caja... Mejorando eso en un muy buen servicio",Plaza Vea,Universitaria,Retail,4,positivo,Hace 9 años,"https://www.google.com/maps/place/plazaVea+Universitaria/@-12.0109208,-77.0798905,18z/data=!4m8!3m7!1s0x9105ce92b90f4839:0xdee13deabc3cb2a7!8m2!3d-12.0107188!4d-77.0799534!9m1!1b1!16s%2Fg%2F1hf164k74?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D","Pequeño pero ordenado, encuentras lo necesario para tus compras, el servicio de cajas es algo que debe mejorar, demasiadas colas y personal apático, la seguridad revisa hasta si te ve saliendo de la caja... Mejorando eso en un muy buen servicio",pequeño pero ordenado encuentras lo necesario para tus compras el servicio de cajas es algo que debe mejorar demasiadas colas y personal apático la seguridad revisa hasta si te ve saliendo de la caja mejorando eso en un muy buen servicio,244,41,False,False,False,False,True,positivo,True,False,
"Volví a visitar la tienda después de varios meses y encontré que el local mantiene una buena distribución de la mercadería por pisos. En orden, iluminación y limpieza todo ok. Encontré el producto que buscaba pero finalmente decidí adquirirlo por internet aprovechando las ofertas que ofrecen por estos días lo que me significó un ahorro. El personal que me orientó con buena predisposición para la atención.",Falabella,Miraflores,Retail,5,muy positivo,Hace 3 años,"https://www.google.com/maps/place/Falabella+Miraflores/@-12.1189161,-77.0396353,15z/data=!3m1!5s0x9105c81763e2747b:0x674025098786c509!4m8!3m7!1s0x9105c8176149b98f:0xa9c9d111f1acf623!8m2!3d-12.1189373!4d-77.0293355!9m1!1b1!16s%2Fg%2F1hf33fyft?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Volví a visitar la tienda después de varios meses y encontré que el local mantiene una buena distribución de la mercadería por pisos. En orden, iluminación y limpieza todo ok. Encontré el producto que buscaba pero finalmente decidí adquirirlo por internet aprovechando las ofertas que ofrecen por estos días lo que me significó un ahorro. El personal que me orientó con buena predisposición para la atención.",volví a visitar la tienda después de varios meses y encontré que el local mantiene una buena distribución de la mercadería por pisos en orden iluminación y limpieza todo ok encontré el producto que buscaba pero finalmente decidí adquirirlo por internet aprovechando las ofertas que ofrecen por estos días lo que me significó un ahorro el personal que me orientó con buena predisposición para la atención,408,66,False,False,False,False,True,muy positivo,True,False,
"No me gustó mucho, porque para captar clientes lo llaman y le dan información errónea, por ejemplo me han dicho que podría adquirir un teléfono de alta gana, y que no me generaría intereses, y cuando sale el recibo, el teléfono me hubiese salido más caro, y aún así el que atendió, informa que eso se regula, que vuelve al pago acordado, llamo al banco y me informan que no hay filiación con Movistar y que si me va a generar interés, recomendación, decir la verdad al clientes y ver si uno quiere o no comprar",Movistar,Miraflores,Telecomunicaciones,1,muy negativo,Hace 3 años,"https://www.google.com/maps/place/Movistar/@-12.1186158,-77.03333,16z/data=!4m12!1m2!2m1!1smovistar+miraflores!3m8!1s0x9105c81c0cef6c61:0x2aed58e607474fbf!8m2!3d-12.1248277!4d-77.026139!9m1!1b1!15sChNtb3Zpc3RhciBtaXJhZmxvcmVzIgOIAQFaFSITbW92aXN0YXIgbWlyYWZsb3Jlc5IBEXRlbGVwaG9uZV9jb21wYW554AEA!16s%2Fg%2F11bc73m4zm?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","No me gustó mucho, porque para captar clientes lo llaman y le dan información errónea, por ejemplo me han dicho que podría adquirir un teléfono de alta gana, y que no me generaría intereses, y cuando sale el recibo, el teléfono me hubiese salido más caro, y aún así el que atendió, informa que eso se regula, que vuelve al pago acordado, llamo al banco y me informan que no hay filiación con Movistar y que si me va a generar interés, recomendación, decir la verdad al clientes y ver si uno quiere o no comprar",no me gustó mucho porque para captar clientes lo llaman y le dan información errónea por ejemplo me han dicho que podría adquirir un teléfono de alta gana y que no me generaría intereses y cuando sale el recibo el teléfono me hubiese salido más caro y aún así el que atendió informa que eso se regula que vuelve al pago acordado llamo al banco y me informan que no hay filiación con movistar y que si me va a generar interés recomendación decir la verdad al clientes y ver si uno quiere o no comprar,510,96,False,False,False,False,True,muy negativo,True,False,
la limpieza,BCP,La Molina,Banca,5,muy positivo,Hace 9 años,"https://www.google.com/maps/place/BCP+Sede+Central/@-12.1165405,-77.3505486,10z/data=!4m12!1m2!2m1!1sbcp+la+molina!3m8!1s0x9105c6c34f1fe2c7:0xa091f19f413baad7!8m2!3d-12.0695085!4d-76.9370266!9m1!1b1!15sCg1iY3AgbGEgbW9saW5hIgOIAQFaDyINYmNwIGxhIG1vbGluYZIBBGJhbmuaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUXRiazFNVVhKblJSQULgAQD6AQQIABBB!16s%2Fg%2F1tvw5_7n?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",la limpieza,la limpieza,11,2,True,False,False,False,True,muy positivo,True,True,comentario_corto
"Atención rápida!! Sin embargo fui testigo unos comentarios de burla y risas hacia un cliente por su forma de hablar, entre el personal de atención en los módulos de renovación. Jalón de orejas para todos!!",Movistar,Miraflores,Telecomunicaciones,3,neutral,Hace 7 años,"https://www.google.com/maps/place/Movistar/@-12.1186158,-77.03333,16z/data=!4m12!1m2!2m1!1smovistar+miraflores!3m8!1s0x9105c81c0cef6c61:0x2aed58e607474fbf!8m2!3d-12.1248277!4d-77.026139!9m1!1b1!15sChNtb3Zpc3RhciBtaXJhZmxvcmVzIgOIAQFaFSITbW92aXN0YXIgbWlyYWZsb3Jlc5IBEXRlbGVwaG9uZV9jb21wYW554AEA!16s%2Fg%2F11bc73m4zm?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Atención rápida!! Sin embargo fui testigo unos comentarios de burla y risas hacia un cliente por su forma de hablar, entre el personal de atención en los módulos de renovación. Jalón de orejas para todos!!",atención rápida sin embargo fui testigo unos comentarios de burla y risas hacia un cliente por su forma de hablar entre el personal de atención en los módulos de renovación jalón de orejas para todos,205,35,False,False,False,False,True,neutral,True,False,
"Me encantó, Todo lo que puedas necesitar está en este lugar.. Alimentos Mantenimiento del hogar Productos de higiene personal Ropa Calzado y más!!",Tottus,Jockey Plaza,Retail,5,muy positivo,Hace 3 años,"https://www.google.com/maps/place/Tottus+Jockey+Plaza/@-12.0852978,-76.9891988,15z/data=!3m1!5s0x9105c7b3a8d76aa9:0xc6d50a7cd5ae2fea!4m8!3m7!1s0x9105c7b3024900c7:0x1999107f53756036!8m2!3d-12.085319!4d-76.978899!9m1!1b1!16s%2Fg%2F11bzrfl12g?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Me encantó, Todo lo que puedas necesitar está en este lugar.. Alimentos Mantenimiento del hogar Productos de higiene personal Ropa Calzado y más!!",me encantó todo lo que puedas necesitar está en este lugar alimentos mantenimiento del hogar productos de higiene personal ropa calzado y más,146,23,False,False,False,False,True,muy positivo,True,False,
"Pésima atención, colas largas, falta de personal y lentitud en las operaciones",Claro,Plaza Norte,Telecomunicaciones,1,muy negativo,Hace un año,"https://www.google.com/maps/place/Claro+-+Plaza+Norte/@-12.0696528,-77.1716353,12z/data=!4m12!1m2!2m1!1sclaro+los+olivos!3m8!1s0x9105cefcfd8c6d8b:0x6ff66af64c01e943!8m2!3d-12.006859!4d-77.0599056!9m1!1b1!15sChBjbGFybyBsb3Mgb2xpdm9zIgOIAQFaEiIQY2xhcm8gbG9zIG9saXZvc5IBEGNlbGxfcGhvbmVfc3RvcmXgAQA!16s%2Fg%2F11xxm9n4g?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Pésima atención, colas largas, falta de personal y lentitud en las operaciones",pésima atención colas largas falta de personal y lentitud en las operaciones,78,12,False,False,False,False,True,muy negativo,True,False,
"Pésima atención, tardan mucho tiempo para vender un chip, le sacan copia a tu DNI y no te venden nada. Tienen a las personas esperando mucho tiempo. Y los que deberían de atenderte; creen que te hacen un favor. Mal por ellos.",Movistar,San Isidro,Telecomunicaciones,1,muy negativo,Hace 4 años,"https://www.google.com/maps/place/Movistar+-+Centro+de+Atenci%C3%B3n+y+Venta+San+Isidro+-+Juan+de+Arona/@-12.0964878,-77.0379758,15z/data=!3m1!5s0x9105c86f55516a2b:0xb4bdd97027c54e51!4m8!3m7!1s0x9105c86f5551a06f:0x8a1f64392d6a1f9f!8m2!3d-12.096509!4d-77.027676!9m1!1b1!16s%2Fg%2F11bc95wrd7?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Pésima atención, tardan mucho tiempo para vender un chip, le sacan copia a tu DNI y no te venden nada. Tienen a las personas esperando mucho tiempo. Y los que deberían de atenderte; creen que te hacen un favor. Mal por ellos.",pésima atención tardan mucho tiempo para vender un chip le sacan copia a tu dni y no te venden nada tienen a las personas esperando mucho tiempo y los que deberían de atenderte creen que te hacen un favor mal por ellos,225,42,False,False,False,False,True,muy negativo,True,False,
