comentario,empresa,sede,rubro,estrellas,sentimiento_estrella,fecha_resena,url,comentario_limpio,texto_modelo,longitud_caracteres,cantidad_palabras,comentario_corto,sin_contenido_alfabetico,duplicado_global,duplicado_empresa_sede,estrellas_validas,sentimiento_esperado,sentimiento_consistente,requiere_revision,motivo_revision,sentimiento_modelo,polaridad_modelo,confianza_modelo,prob_neg,prob_neu,prob_pos,sentimiento_final,sentimiento_final_provisional,requiere_revision_etiqueta,confianza_etiqueta,motivo_revision_etiqueta,sentimiento_final_original,sentimiento_final_origen,sentimiento_ia,confianza_ia,justificacion_ia,usar_etiqueta_ia,sentimiento_ia_neutral,confianza_ia_neutral,justificacion_ia_neutral,usar_etiqueta_ia_neutral,regla_aplicada
"Hay que hacer 2 colas para que te atienden Terrible, muy lento",Claro,San Miguel,Telecomunicaciones,2,negativo,Hace 6 años,"https://www.google.com/maps/place/Claro/@-12.0698755,-77.1098322,14z/data=!4m12!1m2!2m1!1sclaro+san+miguel!3m8!1s0x9105c95c2a91158d:0xaf9e32e8efc1248!8m2!3d-12.0633513!4d-77.0966873!9m1!1b1!15sChBjbGFybyBzYW4gbWlndWVsIgOIAQGSARBjZWxsX3Bob25lX3N0b3Jl4AEA!16s%2Fg%2F11b6gqb64q?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Hay que hacer 2 colas para que te atienden Terrible, muy lento",hay que hacer 2 colas para que te atienden terrible muy lento,62,12,False,False,False,False,True,negativo,True,False,,NEG,negativo,0.9806979894638062,0.9806979894638062,0.0165848042815923,0.0027171256951987,negativo,negativo,False,alta,,negativo,consistencia_estrella_modelo,,,,,,,,,
"Lugar amplio, variado y con personal amable. Sin embargo para el recojo en tienda cuentan con muy poco personal.",Falabella,Miraflores,Retail,4,positivo,Fecha de edición: Hace un año,"https://www.google.com/maps/place/Falabella+Miraflores/@-12.1189161,-77.0396353,15z/data=!3m1!5s0x9105c81763e2747b:0x674025098786c509!4m8!3m7!1s0x9105c8176149b98f:0xa9c9d111f1acf623!8m2!3d-12.1189373!4d-77.0293355!9m1!1b1!16s%2Fg%2F1hf33fyft?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Lugar amplio, variado y con personal amable. Sin embargo para el recojo en tienda cuentan con muy poco personal.",lugar amplio variado y con personal amable sin embargo para el recojo en tienda cuentan con muy poco personal,112,19,False,False,False,False,True,positivo,True,False,,NEU,neutral,0.7669856548309326,0.1028098165988922,0.7669856548309326,0.1302044689655304,neutral,positivo,True,baja,sin_etiqueta_final_confiable,,ia_lote_neutral,,,,,neutral,media,Combina aspectos positivos y negativos,si,
"Vengo por segundo día consecutivo y no llego a ser atendida, hacen una sola cola para todas las consultas con más de 30 personas solo para activar mi número por robo, ¡¡que barbaridad!!! pésimo servicio el que supuestamente orienta solo busca que vender y te hace pasar solo si vas a comprar un equipo o migrar si no sigue haciendo tu cola , que mal atención a los que ya somos clientes 😡😤",Movistar,San Isidro,Telecomunicaciones,1,muy negativo,Hace 5 años,"https://www.google.com/maps/place/Movistar+-+Centro+de+Atenci%C3%B3n+y+Venta+San+Isidro+-+Juan+de+Arona/@-12.0964878,-77.0379758,15z/data=!3m1!5s0x9105c86f55516a2b:0xb4bdd97027c54e51!4m8!3m7!1s0x9105c86f5551a06f:0x8a1f64392d6a1f9f!8m2!3d-12.096509!4d-77.027676!9m1!1b1!16s%2Fg%2F11bc95wrd7?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Vengo por segundo día consecutivo y no llego a ser atendida, hacen una sola cola para todas las consultas con más de 30 personas solo para activar mi número por robo, ¡¡que barbaridad!!! pésimo servicio el que supuestamente orienta solo busca que vender y te hace pasar solo si vas a comprar un equipo o migrar si no sigue haciendo tu cola , que mal atención a los que ya somos clientes 😡😤",vengo por segundo día consecutivo y no llego a ser atendida hacen una sola cola para todas las consultas con más de 30 personas solo para activar mi número por robo que barbaridad pésimo servicio el que supuestamente orienta solo busca que vender y te hace pasar solo si vas a comprar un equipo o migrar si no sigue haciendo tu cola que mal atención a los que ya somos clientes,389,71,False,False,False,False,True,muy negativo,True,False,,NEG,negativo,0.9762819409370422,0.9762819409370422,0.0210763402283191,0.0026416950859129,muy negativo,muy negativo,False,alta,,muy negativo,consistencia_estrella_modelo,,,,,,,,,
lenta atención,Scotiabank,San Miguel,Banca,1,muy negativo,Hace 3 meses,"https://www.google.com/maps/place/Scotiabank/@-12.0971572,-77.1197119,12z/data=!4m12!1m2!2m1!1sscotiabank+san+miguel!3m8!1s0x9105c95e0e02895b:0xeeeaf58b11f07623!8m2!3d-12.0653659!4d-77.0974861!9m1!1b1!15sChVzY290aWFiYW5rIHNhbiBtaWd1ZWwiA4gBAZIBBGJhbmvgAQA!16s%2Fg%2F1yhbnrrh1?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",lenta atención,lenta atención,14,2,True,False,False,False,True,muy negativo,True,True,comentario_corto,NEU,neutral,0.5440900921821594,0.3288862705230713,0.5440900921821594,0.1270236223936081,muy negativo,muy negativo,True,baja,sin_etiqueta_final_confiable;baja_confianza_modelo;revision_limpieza,,regla_voto_ponderado,,,,,,,,,R2_estrella_1_neu
Tiene una gran capacidad con barias ventanillas para brindar una buena atención ..y con un trato amable,BCP,San Isidro,Banca,4,positivo,Fecha de edición: Hace 6 años,"https://www.google.com/maps/place/BCP+San+Isidro/@-12.0961228,-77.0269497,20.83z/data=!4m8!3m7!1s0x9105c85f941b2e8b:0x359976aa0d0f7ea1!8m2!3d-12.0960539!4d-77.0267931!9m1!1b1!16s%2Fg%2F1tg_bk7g?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Tiene una gran capacidad con barias ventanillas para brindar una buena atención ..y con un trato amable,tiene una gran capacidad con barias ventanillas para brindar una buena atención y con un trato amable,103,17,False,False,False,False,True,positivo,True,False,,POS,positivo,0.9302730560302734,0.0048166057094931,0.0649103820323944,0.9302730560302734,positivo,positivo,False,alta,,positivo,consistencia_estrella_modelo,,,,,,,,,
Pésima atención al cliente. Me dijeron que cambiaron mi plan sin mi autorización y cuando solicité mayor información no me la quisieron dar.,Entel,San Miguel,Telecomunicaciones,1,muy negativo,Hace 4 años,"https://www.google.com/maps/place/TIENDA+PLAZA+SAN+MIGUEL+-+ENTEL/@-12.0763584,-77.0928335,15z/data=!3m1!5s0x9105c971d670aa0f:0x8193992371f626fa!4m8!3m7!1s0x9105c96d7da22637:0x682badb0e9bd7614!8m2!3d-12.0763796!4d-77.0825337!9m1!1b1!16s%2Fg%2F11b6qyzz6h?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Pésima atención al cliente. Me dijeron que cambiaron mi plan sin mi autorización y cuando solicité mayor información no me la quisieron dar.,pésima atención al cliente me dijeron que cambiaron mi plan sin mi autorización y cuando solicité mayor información no me la quisieron dar,140,23,False,False,False,False,True,muy negativo,True,False,,NEG,negativo,0.9431692957878112,0.9431692957878112,0.0524653121829032,0.0043653477914631,muy negativo,muy negativo,False,alta,,muy negativo,consistencia_estrella_modelo,,,,,,,,,
Muy descontento... El día de hoy 9/03/20...15:23 hice un retiro de 2000 soles.. Le pedí que por favor me entregarán 400 soles en billetes de 20 y 10...obtuve una respuesta negativa..increíble que no tengan billetes de menor denominación... Ninguna de las 2 personas que estaban en ventanilla intento hacer algo para conseguir lo solicitado.... Pequeños detalles que desmerecen la buena imagen de un banco,Scotiabank,San Miguel,Banca,1,muy negativo,Hace 6 años,"https://www.google.com/maps/place/Scotiabank/@-12.0971572,-77.1197119,12z/data=!4m12!1m2!2m1!1sscotiabank+san+miguel!3m8!1s0x9105c95e0e02895b:0xeeeaf58b11f07623!8m2!3d-12.0653659!4d-77.0974861!9m1!1b1!15sChVzY290aWFiYW5rIHNhbiBtaWd1ZWwiA4gBAZIBBGJhbmvgAQA!16s%2Fg%2F1yhbnrrh1?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Muy descontento... El día de hoy 9/03/20...15:23 hice un retiro de 2000 soles.. Le pedí que por favor me entregarán 400 soles en billetes de 20 y 10...obtuve una respuesta negativa..increíble que no tengan billetes de menor denominación... Ninguna de las 2 personas que estaban en ventanilla intento hacer algo para conseguir lo solicitado.... Pequeños detalles que desmerecen la buena imagen de un banco,muy descontento el día de hoy 9 03 20 15 23 hice un retiro de 2000 soles le pedí que por favor me entregarán 400 soles en billetes de 20 y 10 obtuve una respuesta negativa increíble que no tengan billetes de menor denominación ninguna de las 2 personas que estaban en ventanilla intento hacer algo para conseguir lo solicitado pequeños detalles que desmerecen la buena imagen de un banco,404,70,False,False,False,False,True,muy negativo,True,False,,NEG,negativo,0.952999234199524,0.952999234199524,0.043104063719511,0.0038967260625213,muy negativo,muy negativo,False,alta,,muy negativo,consistencia_estrella_modelo,,,,,,,,,
Cero empatía con el cliente. Largas horas de espera parados. No tiene un sistema optimo de citas para reclamos.,Movistar,San Miguel,Telecomunicaciones,1,muy negativo,Hace 4 años,"https://www.google.com/maps/place/Movistar/@-12.073177,-77.1385327,13z/data=!4m12!1m2!2m1!1smovistar+san+miguel!3m8!1s0x9105c96d80ef1e1b:0x2b9a36f3b3ce141b!8m2!3d-12.0763796!4d-77.0825337!9m1!1b1!15sChNtb3Zpc3RhciBzYW4gbWlndWVsIgOIAQFaFSITbW92aXN0YXIgc2FuIG1pZ3VlbJIBEGNlbGxfcGhvbmVfc3RvcmXgAQA!16s%2Fg%2F11xrdtwpz?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Cero empatía con el cliente. Largas horas de espera parados. No tiene un sistema optimo de citas para reclamos.,cero empatía con el cliente largas horas de espera parados no tiene un sistema optimo de citas para reclamos,111,19,False,False,False,False,True,muy negativo,True,False,,NEG,negativo,0.9741992950439452,0.9741992950439452,0.0224582105875015,0.0033424098510295,muy negativo,muy negativo,False,alta,,muy negativo,consistencia_estrella_modelo,,,,,,,,,
Es súper grande y tranquilo. Agradable.,Plaza Vea,Miraflores,Retail,5,muy positivo,Hace 5 meses,"https://www.google.com/maps/place/plazaVea+Miraflores/@-12.1122237,-77.031688,17z/data=!3m1!5s0x9105c814389568b9:0x57570d65053fb554!4m17!1m8!3m7!1s0x9105c8143897b2c1:0xb77f6c4ff4007d96!2sPlaza+Vea+Miraflores,+Av.+Arequipa+4651,+Miraflores+15046!3b1!8m2!3d-12.112229!4d-77.0291131!16s%2Fg%2F1jkxdgykk!3m7!1s0x9105c81438bc15af:0xde58cec54fd29387!8m2!3d-12.1123414!4d-77.0290861!9m1!1b1!16s%2Fg%2F1tfm2j25?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Es súper grande y tranquilo. Agradable.,es súper grande y tranquilo agradable,39,6,False,False,False,False,True,muy positivo,True,False,,POS,positivo,0.9743298888206482,0.0032300003804266,0.0224401261657476,0.9743298888206482,muy positivo,muy positivo,False,alta,,muy positivo,consistencia_estrella_modelo,,,,,,,,,
"Buen ambiente, la distribución de los productos es de fácil acceso. Los precios no son baratos, pero la calidad de los productos es muy buena.",Tottus,Jockey Plaza,Retail,4,positivo,Hace 3 años,"https://www.google.com/maps/place/Tottus+Jockey+Plaza/@-12.0852978,-76.9891988,15z/data=!3m1!5s0x9105c7b3a8d76aa9:0xc6d50a7cd5ae2fea!4m8!3m7!1s0x9105c7b3024900c7:0x1999107f53756036!8m2!3d-12.085319!4d-76.978899!9m1!1b1!16s%2Fg%2F11bzrfl12g?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Buen ambiente, la distribución de los productos es de fácil acceso. Los precios no son baratos, pero la calidad de los productos es muy buena.",buen ambiente la distribución de los productos es de fácil acceso los precios no son baratos pero la calidad de los productos es muy buena,142,25,False,False,False,False,True,positivo,True,False,,POS,positivo,0.956985890865326,0.0028835905250161,0.0401305221021175,0.956985890865326,positivo,positivo,False,alta,,positivo,consistencia_estrella_modelo,,,,,,,,,
Es uno de los bancos que actualiza sus equipos con más frecuencia y tiene buenos servicios,BCP,Miraflores,Banca,4,positivo,Hace 4 años,"https://www.google.com/maps/place/Banco+BCP/@-12.1193191,-77.1032703,12z/data=!4m12!1m2!2m1!1sbcp+miraflores!3m8!1s0x9105c8180121743b:0xc640e5eb1d946b60!8m2!3d-12.1193191!4d-77.0332325!9m1!1b1!15sCg5iY3AgbWlyYWZsb3JlcyIDiAEBWhAiDmJjcCBtaXJhZmxvcmVzkgEEYmFua5oBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSUGJYWlVWRFpCUlJBQuABAPoBBAgAECQ!16s%2Fg%2F11c5rvzqdj?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Es uno de los bancos que actualiza sus equipos con más frecuencia y tiene buenos servicios,es uno de los bancos que actualiza sus equipos con más frecuencia y tiene buenos servicios,90,16,False,False,False,False,True,positivo,True,False,,POS,positivo,0.9584213495254515,0.0030356736388057,0.0385429412126541,0.9584213495254515,positivo,positivo,False,alta,,positivo,consistencia_estrella_modelo,,,,,,,,,
Buena atención Excelente ubicación Mejor idea de publicidad. Felicitaciones.,BCP,San Isidro,Banca,5,muy positivo,Hace 2 años,"https://www.google.com/maps/place/BCP+San+Isidro/@-12.0961228,-77.0269497,20.83z/data=!4m8!3m7!1s0x9105c85f941b2e8b:0x359976aa0d0f7ea1!8m2!3d-12.0960539!4d-77.0267931!9m1!1b1!16s%2Fg%2F1tg_bk7g?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Buena atención Excelente ubicación Mejor idea de publicidad. Felicitaciones.,buena atención excelente ubicación mejor idea de publicidad felicitaciones,76,9,False,False,False,False,True,muy positivo,True,False,,POS,positivo,0.9674612879753112,0.0049626948311924,0.0275760181248188,0.9674612879753112,muy positivo,muy positivo,False,alta,,muy positivo,consistencia_estrella_modelo,,,,,,,,,
El sistema de atención y validación de datos es mucho muy lento. Se pierde demasiado tiempo,Claro,Plaza Norte,Telecomunicaciones,1,muy negativo,Hace 6 años,"https://www.google.com/maps/place/Claro+-+Plaza+Norte/@-12.0696528,-77.1716353,12z/data=!4m12!1m2!2m1!1sclaro+los+olivos!3m8!1s0x9105cefcfd8c6d8b:0x6ff66af64c01e943!8m2!3d-12.006859!4d-77.0599056!9m1!1b1!15sChBjbGFybyBsb3Mgb2xpdm9zIgOIAQFaEiIQY2xhcm8gbG9zIG9saXZvc5IBEGNlbGxfcGhvbmVfc3RvcmXgAQA!16s%2Fg%2F11xxm9n4g?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",El sistema de atención y validación de datos es mucho muy lento. Se pierde demasiado tiempo,el sistema de atención y validación de datos es mucho muy lento se pierde demasiado tiempo,91,16,False,False,False,False,True,muy negativo,True,False,,NEG,negativo,0.9729151725769044,0.9729151725769044,0.0241289734840393,0.0029559035319834,muy negativo,muy negativo,False,alta,,muy negativo,consistencia_estrella_modelo,,,,,,,,,
"Me gusta mucho, sobre todo cuando hay ofertas y de buena calidad en los productos. También me agrada que tiene un espacio con agua caliente (tbn con Café) que a mi me ha ayudado al prepara el Biberon para mi nena, incluso me puedo dar un tiempito allí en el sillón para que lo tome cómodamente.",Falabella,Jockey Plaza,Retail,5,muy positivo,Hace 8 años,"https://www.google.com/maps/place/Falabella+Jockey+Plaza/@-12.0865358,-76.9882888,15z/data=!4m8!3m7!1s0x9105c7b24f9a0559:0x828b01774db724c1!8m2!3d-12.086557!4d-76.977989!9m1!1b1!16s%2Fg%2F1tc_s1z8?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Me gusta mucho, sobre todo cuando hay ofertas y de buena calidad en los productos. También me agrada que tiene un espacio con agua caliente (tbn con Café) que a mi me ha ayudado al prepara el Biberon para mi nena, incluso me puedo dar un tiempito allí en el sillón para que lo tome cómodamente.",me gusta mucho sobre todo cuando hay ofertas y de buena calidad en los productos también me agrada que tiene un espacio con agua caliente tbn con café que a mi me ha ayudado al prepara el biberon para mi nena incluso me puedo dar un tiempito allí en el sillón para que lo tome cómodamente,294,56,False,False,False,False,True,muy positivo,True,False,,POS,positivo,0.957822561264038,0.0023464516270905,0.0398310013115406,0.957822561264038,muy positivo,muy positivo,False,alta,,muy positivo,consistencia_estrella_modelo,,,,,,,,,
Las oficinas e instalaciones son cómodas y elegantes.,BBVA,San Isidro,Banca,5,muy positivo,Hace 6 años,"https://www.google.com/maps/place/BBVA+San+Isidro/@-12.0989572,-77.1197103,12z/data=!4m12!1m2!2m1!1sbbva+san+isidro!3m8!1s0x9105c8f55f4010bb:0x5808600f510cfb91!8m2!3d-12.0939282!4d-77.0211518!9m1!1b1!15sCg9iYnZhIHNhbiBpc2lkcm-SAQRiYW5r4AEA!16s%2Fg%2F1226g4gx?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",Las oficinas e instalaciones son cómodas y elegantes.,las oficinas e instalaciones son cómodas y elegantes,53,8,False,False,False,False,True,muy positivo,True,False,,POS,positivo,0.9555618762969972,0.0035050986334681,0.0409331321716308,0.9555618762969972,muy positivo,muy positivo,False,alta,,muy positivo,consistencia_estrella_modelo,,,,,,,,,
Excelente distribución. Moderno,Claro,Jockey Plaza,Telecomunicaciones,5,muy positivo,Hace 5 años,"https://www.google.com/maps/place/Centro+de+Atenci%C3%B3n+Claro/@-12.0853526,-76.9814167,17z/data=!4m8!3m7!1s0x9105c7b2f5f34fa3:0x30c8a5f0bc0128cd!8m2!3d-12.0853579!4d-76.9788418!9m1!1b1!16s%2Fg%2F11b6s_4fll?entry=ttu&g_ep=EgoyMDI2MDUxMC4wIKXMDSoASAFQAw%3D%3D",Excelente distribución. Moderno,excelente distribución moderno,31,3,False,False,False,False,True,muy positivo,True,False,,POS,positivo,0.9364904165267944,0.0094985449686646,0.0540110878646373,0.9364904165267944,muy positivo,muy positivo,False,alta,,muy positivo,consistencia_estrella_modelo,,,,,,,,,
"Como cualquier tienda, en épocas de pandemia y de protocolos, la verdad que es ridículo lo que hacen según ellos cuidando al cliente. Una cosa es prevenir y otra estorbar. Además que entre los vendedores no hay ningún distanciamiento social y no creo que todos vivan juntos o se hagan pruebas frecuentes.",Ripley,Jockey Plaza,Retail,3,neutral,Hace 5 años,"https://www.google.com/maps/place/Ripley+Jockey+Plaza/@-12.0862079,-76.975348,17z/data=!4m8!3m7!1s0x9105c7ad844cc929:0xa01319051af018b9!8m2!3d-12.0862079!4d-76.975348!9m1!1b1!16s%2Fg%2F1tg8kswb?entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D","Como cualquier tienda, en épocas de pandemia y de protocolos, la verdad que es ridículo lo que hacen según ellos cuidando al cliente. Una cosa es prevenir y otra estorbar. Además que entre los vendedores no hay ningún distanciamiento social y no creo que todos vivan juntos o se hagan pruebas frecuentes.",como cualquier tienda en épocas de pandemia y de protocolos la verdad que es ridículo lo que hacen según ellos cuidando al cliente una cosa es prevenir y otra estorbar además que entre los vendedores no hay ningún distanciamiento social y no creo que todos vivan juntos o se hagan pruebas frecuentes,304,52,False,False,False,False,True,neutral,True,False,,NEG,negativo,0.971010684967041,0.971010684967041,0.0259342826902866,0.0030549936927855,negativo,neutral,True,baja,sin_etiqueta_final_confiable,,ia_clase_minoritaria,negativo,alta,Crítica clara pero no extrema,si,,,,,
